versao;exec1;exec2;exec3;exec4;exec5
1;7985,43;7947,16;7970,13;8227,4;8704,61
2;5948,43;5947,22;5894,25;5890,55;5908,96
3;18345,8;4453,53;31058,5;12105,3;12201,7
5;3864,33;3831,32;3840,09;3843,19;3843,52
6;2038,66;2037,41;2032,83;2031,5;2036,51
