versao;exec1;exec2;exec3;exec4;exec5
1;-0,843782;-0,808839;-0,80825;-0,813539;-0,812057
2;-0,611222;-0,596997;-0,592499;-0,609264;-0,606159
3;-1,42983;-1,54065;-1,39958;-1,42329;-1,45733
4;5,94201;-1,33716;-1,34778;-1,38602;-1,31133
5;-0,554431;-0,533258;-0,532077;-0,537256;-0,53657
6;-0,314753;-0,316964;-0,310325;-0,318926;-0,312949
