versao;exec1;exec2;exec3;exec4;exec5
1;42,400707;42,684513;42,213238;42,452478;42,734374
2;30,840977;30,921701;30,816051;30,969301;30,988699
3;106,769024;112,868845;104,528459;112,058416;98,101541
4;104,127632;95,046871;85,769144;99,579734;78,556897
5;23,036028;23,000301;23,120845;23,031380;23,123698
6;13,339149;13,358054;13,367258;13,408977;13,327851
