versao;exec1;exec2;exec3;exec4;exec5
1;10,618610;10,554993;10,844442;10,243622;10,576427
2;8,814672;8,566967;9,602235;8,676383;8,181502
3;21,338057;19,605356;17,257680;18,798983;19,510338
4;17,929761;16,289412;17,497593;17,262444;16,564004
5;6,502528;6,505901;6,504735;6,462936;6,496811
6;3,529881;3,476339;3,547409;3,459678;3,481425
4;16,727723;18,195923;17,920687;17,394382;17,268269
