versao;exec1;exec2;exec3;exec4;exec5
1;870,973531;868,592930;872,994423;871,650957;861,504296
2;704,146250;690,113268;688,293075;687,273556;687,461447
3;1300,544863;1680,411063;1701,710660;1613,102974;1615,807158
4;1433,861905;1502,056095;1382,700876;1372,527831;1466,252074
5;412,833912;412,398201;412,707044;412,525533;412,605451
6;219,018498;219,270384;218,922080;219,142532;219,334799
