versao;exec1;exec2;exec3;exec4;exec5
1;111,441980;103,557029;105,578590;105,091592;105,367451
2;86,991360;86,957421;87,159401;87,003416;87,125293
3;189,681887;192,379108;190,867607;187,740943;190,385254
4;175,658429;176,445503;177,102795;177,707275;171,127967
5;51,793207;51,857717;52,149548;51,518428;51,901852
6;27,546884;27,427079;27,422207;28,184274;27,538172
