versao;exec1;exec2;exec3;exec4;exec5
1;377,867476;380,549690;379,922223;382,272830;378,169124
2;279,728248;279,516890;276,551612;279,661754;282,276739
3;933,274793;935,339765;941,554887;948,918740;977,845527
4;902,061762;852,742885;853,793410;849,354733;853,536203
5;184,098248;189,169573;193,948324;192,939118;195,513671
6;111,052815;111,794839;112,134900;113,985109;112,852503
