versao;exec1;exec2;exec3;exec4;exec5
1;2936,49;2735,93;2820,42;2836,5;2899,67
2;1813,75;1842,03;1744,08;1744,04;1736,98
3;22318;36816,9;27381,7;8433,25;8432,63
5;262,018;245,719;248,131;246,001;250,598
6;-115,726;-117,574;-116,013;-115,436;-118,961
