versao;exec1;exec2;exec3;exec4;exec5
1;7706,653190;7554,852708;7621,898112;7618,241969;7683,295647
2;6032,877436;6094,116149;5984,618969;5997,637228;5982,820736
3;26974,633556;40755,796428;31670,271941;13748,912183;13679,925847
5;3312,454785;3301,344736;3300,927414;3302,828044;3302,504921
6;1754,908847;1756,014446;1756,687117;1756,729918;1756,069989
