versao;exec1;exec2;exec3;exec4;exec5
1;389,287958;387,999297;389,143460;391,690568;390,600366
2;286,765401;287,057820;287,029311;289,810370;288,335870
3;927,908818;930,881855;966,044041;971,174559;951,051292
4;870,690194;876,275960;855,264680;870,067570;851,993512
5;185,357771;187,980796;193,653198;199,416856;196,914248
6;111,175535;111,169712;113,354638;112,724774;111,597332
