versao;exec1;exec2;exec3;exec4;exec5
1;7,69138;8,83229;7,94692;7,72497;7,26921
2;9,43824;7,48828;5,27902;3,95466;5,09689
3;127,112;102,301;99,902;86,6322;84,012
4;90,6724;89,2684;98,4416;98,9669;81,3475
5;5,63595;4,78744;4,69299;3,95587;4,36752
6;-1,30603;-1,85288;-1,80929;-1,84927;-1,9975
