versao;exec1;exec2;exec3;exec4;exec5
1;51,785738;51,785722;51,996604;51,995677;51,578437
2;40,860072;40,985609;41,250579;40,882460;40,971497
3;125,300217;108,226472;109,391564;99,266288;100,486161
4;100,084425;100,111059;100,994221;101,758766;91,986252
5;26,489325;25,999143;25,975354;25,968165;25,966467
6;14,283691;13,797803;13,920886;13,807637;13,754477
