versao;exec1;exec2;exec3;exec4;exec5
1;-0,919503;-0,900577;-0,907572;-0,92214;-0,903014
2;-0,690912;-0,687978;-0,696367;-0,700724;-0,685806
3;3,99245;-1,54933;-1,4565;3,86765;-1,5624
4;-1,30092;-1,41108;-1,36489;-1,41193;-1,35816
5;-0,582553;-0,590253;-0,569889;-0,583192;-0,580932
6;-0,334067;-0,339156;-0,348136;-0,343275;-0,334416
