versao;exec1;exec2;exec3;exec4;exec5
1;4,824734;4,725428;4,762132;4,838572;4,738216
2;3,625293;3,609896;3,653914;3,676778;3,598503
3;7,445815;8,129533;7,642394;7,483849;8,198063
4;6,826055;7,404094;7,161756;7,408543;7,126434
5;3,056720;3,097126;2,990274;3,060072;3,048217
6;1,752889;1,779590;1,826708;1,801202;1,754717
