versao;exec1;exec2;exec3;exec4;exec5
1;423,388559;421,419433;422,659886;420,415052;421,174853
2;332,951287;332,869642;333,308956;334,206717;332,985394
3;986,302863;1001,252113;1046,567630;1016,597224;967,314249
4;1040,642405;1000,455655;976,545567;1028,588243;903,421046
5;207,904083;209,806210;213,756624;219,136575;216,806443
6;114,541627;114,822367;115,147565;115,560233;116,311099
