versao;exec1;exec2;exec3;exec4;exec5
1;1430,62;1427,44;1433,8;1430,11;1437,08
2;1184,05;1191,03;1191,41;1186,52;1188,21
3;1933,73;1959,07;2026,24;1975,21;1898,1
4;1916,76;1875,8;1847,51;1921,58;1759,06
5;820,452;814,348;815,982;818,475;788,635
6;396,196;409,637;406,152;401,797;419,372
