versao;exec1;exec2;exec3;exec4;exec5
1;151,179;145,503;144,967;149,68;144,47
2;138,167;136,207;132,114;125,449;134,615
3;1073,57;1115,97;1114,08;1088,94;1061,53
4;1072,93;1052,74;1043,23;1091,26;1020,05
5;56,6882;54,6008;55,2009;57,7286;53,5254
6;-1,85942;-1,4329;-1,39216;-2,57688;-0,651603
